Geneid	Chr	Start	End	Strand	Length	21_bam_clean/P1_MYB3_R1.mLb.flT.bam	x1.bam	x2.bam
Interval_9965	B07	120948623	120948723	+	101	16	0	0
Interval_9966	B07	120983878	120983975	+	98	17	0	0
Interval_9967	B07	120985141	120985250	+	110	25	0	0
Interval_9968	B07	121175376	121175492	+	117	15	0	0
Interval_9969	B07	121284828	121284925	+	98	15	11	4
Interval_9970	B07	121389740	121389898	+	159	34	0	0
Interval_9971	B07	122223736	122223839	+	104	27	5	0
Interval_9972	B07	122400257	122400438	+	182	36	0	0
Interval_9973	B07	122520754	122520856	+	103	25	0	0
Interval_9974	B07	122596371	122596532	+	162	37	12	0
Interval_9975	B07	122596616	122596804	+	189	48	0	0
Interval_9976	B07	122638771	122638886	+	116	22	0	0
Interval_9977	B07	122737299	122737453	+	155	36	0	0
Interval_9978	B07	122755709	122755858	+	150	19	0	0
Interval_9979	B07	122829164	122829347	+	184	76	0	0
Interval_9980	B07	123209909	123210085	+	177	40	4	4
Interval_9981	B07	123267494	123267771	+	278	70	0	0
Interval_9982	B07	123340951	123341076	+	126	20	9	7
Interval_9983	B07	123954429	123954640	+	212	53	0	0
Interval_9984	B07	123955027	123955135	+	109	26	0	0
Interval_9985	B07	123959824	123959982	+	159	61	0	0
Interval_9986	B07	124652329	124652438	+	110	18	3	1
Interval_9987	B07	124796849	124796958	+	110	22	22	0
Interval_9988	B07	124807304	124807433	+	130	11	6	0
Interval_9989	B07	124913768	124913886	+	119	25	4	2
Interval_9990	B07	124923211	124923345	+	135	25	6	0
Interval_9991	B07	125148896	125149027	+	132	19	6	2
Interval_9992	B07	125205673	125205845	+	173	45	11	0
Interval_9993	B07	125327930	125328068	+	139	30	18	0
Interval_9994	B07	125334737	125334897	+	161	32	29	0
Interval_9995	B07	125599366	125599487	+	122	11	0	0
Interval_9996	B07	125658755	125658897	+	143	24	0	0
Interval_9997	B07	125662100	125662268	+	169	31	0	0
Interval_9998	B07	125662656	125662757	+	102	14	2	0
Interval_9999	B07	126107927	126108055	+	129	40	1	1
Interval_10000	B07	126112713	126112810	+	98	17	0	0
Interval_10001	B07	126291728	126291856	+	129	25	0	0
Interval_10002	B07	126457125	126457311	+	187	66	0	0
Interval_10003	B07	126744952	126745132	+	181	36	20	0
Interval_10004	B07	126748834	126748991	+	158	29	0	0
Interval_10005	B07	126910481	126910591	+	111	21	21	0
Interval_10006	B07	126912000	126912109	+	110	13	0	0
Interval_10007	B07	127086347	127086460	+	114	21	0	0
Interval_10008	B07	127233864	127233962	+	99	10	0	0
Interval_10009	B07	127398580	127398709	+	130	34	0	0
Interval_10010	B07	127434222	127434390	+	169	35	18	0
Interval_10011	B07	127460660	127460784	+	125	16	0	0
Interval_10012	B07	127586593	127586696	+	104	25	0	0
Interval_10013	B07	127693245	127693421	+	177	27	0	0
Interval_10014	B07	127835552	127835686	+	135	33	10	5
Interval_10015	B07	128180627	128180741	+	115	14	13	0
Interval_10016	B07	128443492	128443679	+	188	31	1	0
Interval_10017	B07	128804654	128804767	+	114	22	1	0
Interval_10018	B07	129167828	129167941	+	114	13	0	1
Interval_10019	B07	129175621	129175825	+	205	48	3	0
Interval_10020	B07	129263057	129263248	+	192	51	0	0
Interval_10021	B07	129651585	129651720	+	136	25	0	0
Interval_10022	B07	129776655	129776830	+	176	55	0	0
Interval_10023	B07	129801755	129801870	+	116	19	0	0
Interval_10024	B07	130006599	130006720	+	122	44	6	4
Interval_10025	B07	130057245	130057463	+	219	39	4	0
Interval_10026	B07	130355375	130355513	+	139	34	8	2
Interval_10027	B07	130459916	130460024	+	109	18	14	0
Interval_10028	B07	130746915	130747012	+	98	14	2	3
Interval_10029	B07	130767143	130767301	+	159	28	19	7
Interval_10030	B07	130767457	130767680	+	224	34	4	6
Interval_10031	B07	131048939	131049036	+	98	12	7	0
Interval_10032	B07	131108332	131108443	+	112	35	0	0
Interval_10033	B07	131175239	131175384	+	146	26	0	0
Interval_10034	B07	131265327	131265471	+	145	53	34	0
Interval_10035	B07	131538072	131538198	+	127	42	10	0
Interval_10036	B07	131709143	131709259	+	117	23	6	4
Interval_10037	B07	131830096	131830253	+	158	23	16	0
Interval_10038	B07	132129188	132129285	+	98	11	0	0
Interval_10039	B07	132452567	132452676	+	110	25	0	0
Interval_10040	B07	132843958	132844114	+	157	38	35	0
Interval_10041	B07	132912956	132913168	+	213	68	22	0
Interval_10042	B07	132946171	132946272	+	102	30	14	8
Interval_10043	B07	133522712	133522865	+	154	26	0	0
Interval_10044	B07	133594768	133594872	+	105	29	0	0
Interval_10045	B07	133803473	133803579	+	107	25	0	0
Interval_10046	B07	133831160	133831315	+	156	34	0	0
Interval_10047	B07	133913770	133913878	+	109	25	0	0
Interval_10048	B07	133941741	133941855	+	115	20	4	0
Interval_10049	B07	134246746	134246931	+	186	23	21	0
Interval_10050	B07	134390073	134390170	+	98	24	21	0
Interval_10051	B07	134473066	134473191	+	126	27	0	0
Interval_10052	B07	134487153	134487407	+	255	70	0	0
Interval_10053	B07	134487575	134487673	+	99	31	0	0
Interval_10054	B07	134542889	134543063	+	175	47	0	0
Interval_10055	B07	134652080	134652200	+	121	26	0	0
Interval_10056	B07	134655357	134655468	+	112	17	0	0
Interval_10057	B07	134657313	134657458	+	146	44	0	0
Interval_10058	B07	134897075	134897345	+	271	72	39	0
Interval_10059	B07	134937791	134937892	+	102	16	0	0
Interval_10060	B07	135222267	135222364	+	98	25	14	0
Interval_10061	B07	135335440	135335541	+	102	15	3	0
Interval_10062	B07	135367329	135367639	+	311	121	0	0
Interval_10063	B07	135573555	135573653	+	99	12	0	0
Interval_10064	B07	135687127	135687271	+	145	37	0	0
Interval_10065	B07	135824485	135824600	+	116	39	0	0
Interval_10066	B07	135844545	135844712	+	168	37	0	0
Interval_10067	B07	136126541	136126725	+	185	48	0	0
Interval_10068	B07	136864504	136864633	+	130	20	0	0
Interval_10069	B07	136977982	136978223	+	242	78	3	0
Interval_10070	B07	137242085	137242193	+	109	23	0	0
Interval_10071	B07	137399305	137399465	+	161	22	4	0
Interval_10072	B07	137469493	137469659	+	167	35	0	0
Interval_10073	B07	137480760	137480916	+	157	25	0	0
Interval_10074	B07	137482677	137482845	+	169	48	7	3
Interval_10075	B07	137604038	137604258	+	221	59	33	0
Interval_10076	B07	137608956	137609064	+	109	15	2	0
Interval_10077	B07	137922293	137922402	+	110	17	0	0
Interval_10078	B07	138144208	138144387	+	180	36	10	0
Interval_10079	B07	138145758	138145884	+	127	18	3	0
Interval_10080	B07	138173910	138174007	+	98	14	0	0
Interval_10081	B07	138203637	138203770	+	134	29	0	0
Interval_10082	B07	138210106	138210228	+	123	32	0	0
Interval_10083	B07	138249438	138249628	+	191	61	0	0
Interval_10084	B07	138700201	138700342	+	142	41	0	0
Interval_10085	B07	138831851	138831992	+	142	39	6	6
Interval_10086	B07	138832189	138832286	+	98	9	9	0
Interval_10087	B07	139031268	139031536	+	269	75	9	0
Interval_10088	B07	139157852	139157980	+	129	31	24	0
Interval_10089	B07	139182098	139182195	+	98	14	0	0
Interval_10090	B07	139312764	139312913	+	150	27	12	0
Interval_10091	B07	139325758	139325895	+	138	24	3	0
Interval_10092	B07	139341930	139342085	+	156	28	15	0
Interval_10093	B07	139593129	139593244	+	116	23	0	0
Interval_10094	B07	139597806	139597989	+	184	24	19	0
Interval_10095	B07	139710775	139710873	+	99	14	3	0
Interval_10096	B07	139849564	139849683	+	120	15	0	0
Interval_10097	B07	139904469	139904627	+	159	34	17	0
Interval_10098	B07	140008211	140008348	+	138	33	0	0
Interval_10099	B07	140311788	140311945	+	158	32	10	5
Interval_10100	B07	140318448	140318583	+	136	23	10	0
Interval_10101	B07	140320293	140320446	+	154	29	19	0
Interval_10102	B07	140405760	140405862	+	103	31	0	0
Interval_10103	B07	140481268	140481420	+	153	52	0	0
Interval_10104	B07	140535936	140536196	+	261	96	0	0
Interval_10105	B07	140558871	140558997	+	127	32	3	0
Interval_10106	B07	140580840	140580975	+	136	21	3	0
Interval_10107	B07	141007152	141007320	+	169	28	0	0
Interval_10108	B07	141203769	141203921	+	153	32	4	0
Interval_10109	B07	141400329	141400512	+	184	42	0	0
Interval_10110	B07	141619342	141619507	+	166	46	1	0
Interval_10111	B07	141668007	141668246	+	240	75	7	1
Interval_10112	B07	141810123	141810317	+	195	40	0	0
Interval_10113	B07	141817301	141817482	+	182	46	4	3
Interval_10114	B07	141817540	141817637	+	98	14	6	1
Interval_10115	B07	141886393	141886549	+	157	19	0	0
Interval_10116	B07	141952298	141952437	+	140	29	0	0
Interval_10117	B07	142133605	142133707	+	103	18	6	0
Interval_10118	B07	142439732	142439841	+	110	24	0	0
Interval_10119	B07	143082304	143082414	+	111	31	7	0
Interval_10120	B07	143414799	143414896	+	98	25	0	0
Interval_10121	B07	143465645	143465760	+	116	16	9	2
Interval_10122	B07	143621313	143621491	+	179	30	7	0
Interval_10123	B07	143719291	143719456	+	166	52	2	4
Interval_10124	B07	143861095	143861381	+	287	72	0	0
Interval_10125	B07	143968173	143968274	+	102	14	0	0
Interval_10126	B07	144091142	144091308	+	167	55	3	0
Interval_10127	B07	144371282	144371392	+	111	34	0	0
Interval_10128	B07	144382577	144382702	+	126	14	0	0
Interval_10129	B07	144416253	144416418	+	166	38	15	0
Interval_10130	B07	144533963	144534086	+	124	10	0	0
Interval_10131	B07	144537016	144537197	+	182	22	20	0
Interval_10132	B07	144742447	144742618	+	172	39	0	3
Interval_10133	B07	145021413	145021619	+	207	34	7	5
Interval_10134	B07	145031588	145031728	+	141	31	0	0
Interval_10135	B07	145045028	145045191	+	164	19	14	0
Interval_10136	B07	145136410	145136598	+	189	42	3	2
Interval_10137	B07	145307270	145307394	+	125	27	14	0
Interval_10138	B07	145333715	145333844	+	130	12	0	0
Interval_10139	B07	145455679	145455857	+	179	45	0	0
Interval_10140	B07	145824330	145824489	+	160	36	0	0
Interval_10141	B07	146364992	146365146	+	155	28	7	0
Interval_10142	B07	146370460	146370620	+	161	40	0	0
Interval_10143	B07	146371159	146371277	+	119	16	0	0
Interval_10144	B07	146384562	146384692	+	131	30	0	0
Interval_10145	B07	146622712	146623015	+	304	51	0	0
Interval_10146	B07	146645016	146645186	+	171	57	0	0
Interval_10147	B07	146874966	146875124	+	159	45	3	3
Interval_10148	B07	147633627	147633763	+	137	19	4	0
Interval_10149	B07	147730473	147730797	+	325	94	1	0
Interval_10150	B07	147850893	147851044	+	152	33	0	0
Interval_10151	B07	147976730	147976901	+	172	33	15	7
Interval_10152	B07	147977438	147977567	+	130	17	0	0
Interval_10153	B07	148069481	148069651	+	171	50	6	10
Interval_10154	B07	148155776	148155951	+	176	33	0	0
Interval_10155	B07	148278605	148278753	+	149	29	1	0
Interval_10156	B07	148337692	148337845	+	154	29	16	0
Interval_10157	B07	148351570	148351747	+	178	49	0	0
Interval_10158	B07	148693981	148694149	+	169	42	0	0
Interval_10159	B07	148884957	148885239	+	283	73	25	0
Interval_10160	B07	149165239	149165376	+	138	33	0	0
Interval_10161	B07	149174399	149174601	+	203	67	0	0
Interval_10162	B07	149430027	149430124	+	98	15	0	3
Interval_10163	B07	149493951	149494054	+	104	30	0	0
Interval_10164	B07	149494671	149494847	+	177	33	0	0
Interval_10165	B07	150089258	150089512	+	255	89	55	0
Interval_10166	B07	150320514	150320652	+	139	14	3	0
Interval_10167	B07	150322108	150322229	+	122	22	3	2
Interval_10168	B07	150388853	150389010	+	158	32	9	5
Interval_10169	B07	150626552	150626683	+	132	19	0	0
Interval_10170	B07	150657508	150657639	+	132	27	0	0
Interval_10171	B07	150913730	150913887	+	158	43	5	14
Interval_10172	B07	151056096	151056256	+	161	49	27	0
Interval_10173	B07	151214014	151214152	+	139	33	16	10
Interval_10174	B07	151364248	151364394	+	147	28	0	0
Interval_10175	B07	151512947	151513083	+	137	36	4	0
Interval_10176	B07	151926896	151927093	+	198	53	9	7
Interval_10177	B07	152278905	152279002	+	98	22	10	0
Interval_10178	B07	152298986	152299198	+	213	43	6	1
Interval_10179	B07	152334494	152334637	+	144	16	0	0
Interval_10180	B07	152409169	152409283	+	115	20	0	0
Interval_10181	B07	152428181	152428295	+	115	18	9	2
Interval_10182	B07	152581306	152581487	+	182	48	15	2
Interval_10183	B07	152588239	152588359	+	121	11	10	0
Interval_10184	B07	152800225	152800383	+	159	43	5	7
Interval_10185	B07	152999967	153000083	+	117	17	4	6
Interval_10186	B07	153155627	153155758	+	132	34	9	0
Interval_10187	B07	153470922	153471088	+	167	59	15	10
Interval_10188	B07	153552914	153553110	+	197	37	8	17
Interval_10189	B07	153558839	153559019	+	181	52	30	18
Interval_10190	B07	154131421	154131569	+	149	35	0	0
Interval_10191	B07	154616059	154616186	+	128	18	0	0
Interval_10192	B07	154831133	154831287	+	155	46	0	0
Interval_10193	B07	154952078	154952249	+	172	48	0	0
Interval_10194	B07	154973155	154973283	+	129	15	0	0
Interval_10195	B07	154974299	154974443	+	145	26	0	0
Interval_10196	B07	154974539	154974717	+	179	36	0	0
Interval_10197	B07	154988522	154988647	+	126	20	0	0
Interval_10198	B07	155092112	155092286	+	175	58	23	0
Interval_10199	B07	155231860	155231957	+	98	8	0	0
Interval_10200	B07	155298313	155298521	+	209	27	18	0
Interval_10201	B07	155409014	155409174	+	161	41	4	0
Interval_10202	B07	155413126	155413254	+	129	28	1	0
Interval_10203	B07	155659322	155659471	+	150	11	0	0
Interval_10204	B07	155739335	155739434	+	100	19	0	0
Interval_10205	B07	155740389	155740486	+	98	25	0	0
Interval_10206	B07	155999013	155999127	+	115	35	0	0
Interval_10207	B07	155999228	155999361	+	134	31	0	0
Interval_10208	B07	156177244	156177393	+	150	38	0	0
Interval_10209	B07	156205062	156205159	+	98	25	0	0
Interval_10210	B07	156228693	156228829	+	137	32	0	0
Interval_10211	B07	156229103	156229273	+	171	54	6	0
Interval_10212	B07	156415580	156415796	+	217	43	0	0
Interval_10213	B07	156441024	156441171	+	148	15	0	0
Interval_10214	B07	156579999	156580107	+	109	25	11	0
Interval_10215	B07	156585398	156585595	+	198	45	0	0
Interval_10216	B07	156891427	156891629	+	203	48	16	0
Interval_10217	B07	156974109	156974206	+	98	11	6	0
Interval_10218	B07	156974569	156974763	+	195	49	22	0
Interval_10219	B07	157095650	157095749	+	100	16	7	0
Interval_10220	B07	157369386	157369632	+	247	80	0	0
Interval_10221	B07	157797076	157797198	+	123	42	2	0
Interval_10222	B07	157811196	157811388	+	193	48	15	0
Interval_10223	B07	158021302	158021419	+	118	34	3	0
Interval_10224	B07	158034516	158034697	+	182	43	0	0
Interval_10225	B07	158087693	158087892	+	200	70	0	0
Interval_10226	B07	158102014	158102169	+	156	32	10	0
Interval_10227	B07	158155222	158155339	+	118	27	0	0
Interval_10228	B07	158157936	158158035	+	100	21	0	0
Interval_10229	B07	158159834	158160122	+	289	52	0	0
Interval_10230	B07	158302362	158302467	+	106	20	8	2
Interval_10231	B07	158305130	158305256	+	127	21	0	0
Interval_10232	B07	158486942	158487039	+	98	10	10	0
Interval_10233	B07	158533534	158533640	+	107	17	0	0
Interval_10234	B07	158637144	158637241	+	98	21	1	0
Interval_10235	B07	158638153	158638341	+	189	35	2	3
Interval_10236	B07	158885183	158885333	+	151	33	21	0
Interval_10237	B07	158885724	158885880	+	157	37	15	2
Interval_10238	B07	159053624	159053734	+	111	25	0	0
Interval_10239	B07	159106891	159107079	+	189	55	0	0
Interval_10240	B07	159188103	159188229	+	127	26	11	0
Interval_10241	B07	159194207	159194334	+	128	19	0	0
Interval_10242	B07	159375936	159376130	+	195	38	0	0
Interval_10243	B07	159446528	159446649	+	122	20	5	2
Interval_10244	B07	159848480	159848695	+	216	51	18	7
Interval_10245	B07	159848883	159849047	+	165	30	9	5
Interval_10246	B07	159929063	159929325	+	263	59	16	8
Interval_10247	B07	159935820	159935968	+	149	32	0	0
Interval_10248	B07	160759471	160759571	+	101	20	19	0
Interval_10249	B07	160894009	160894107	+	99	15	0	0
Interval_10250	B07	160913211	160913317	+	107	24	0	0
Interval_10251	B07	161064438	161064535	+	98	13	2	0
Interval_10252	B07	161105118	161105215	+	98	24	17	0
Interval_10253	B07	161123118	161123257	+	140	30	0	0
Interval_10254	B07	161333290	161333416	+	127	33	0	0
Interval_10255	B07	161339521	161339670	+	150	28	0	0
Interval_10256	B07	161600773	161600916	+	144	37	0	0
Interval_10257	B07	161647093	161647195	+	103	11	0	0
Interval_10258	B07	161775556	161775677	+	122	22	4	0
Interval_10259	B07	161861305	161861438	+	134	14	0	0
Interval_10260	B07	161868731	161868848	+	118	26	0	0
Interval_10261	B07	161897645	161897758	+	114	32	0	0
Interval_10262	B07	162083952	162084150	+	199	43	11	0
Interval_10263	B07	162098233	162098381	+	149	16	2	0
Interval_10264	B07	162136622	162136772	+	151	33	0	0
Interval_10265	B07	162165745	162165966	+	222	40	22	0
Interval_10266	B07	162187525	162187634	+	110	25	0	0
Interval_10267	B07	162189244	162189341	+	98	23	0	0
Interval_10268	B07	162298592	162298693	+	102	23	7	0
Interval_10269	B07	162300105	162300323	+	219	46	0	0
Interval_10270	B07	162463644	162463870	+	227	55	16	0
Interval_10271	B07	162465365	162465511	+	147	26	5	0
Interval_10272	B07	162554677	162554825	+	149	23	21	0
Interval_10273	B07	162913222	162913359	+	138	9	0	0
Interval_10274	B07	162952357	162952500	+	144	18	5	0
Interval_10275	B07	162988485	162988582	+	98	28	5	4
Interval_10276	B07	163111623	163111763	+	141	40	5	0
Interval_10277	B07	163135237	163135443	+	207	65	0	0
Interval_10278	B07	163263041	163263141	+	101	29	3	7
Interval_10279	B07	163279060	163279175	+	116	23	16	0
Interval_10280	B07	163440505	163440618	+	114	23	0	0
Interval_10281	B07	163511448	163511569	+	122	14	0	0
Interval_10282	B07	163547547	163547707	+	161	59	22	0
Interval_10283	B07	163759321	163759541	+	221	50	19	9
Interval_10284	B07	163775028	163775129	+	102	25	5	0
Interval_10285	B07	163893623	163893839	+	217	66	66	0
Interval_10286	B07	163894655	163894785	+	131	18	10	0
Interval_10287	B07	163966190	163966325	+	136	40	0	0
Interval_10288	B07	164082555	164082657	+	103	17	0	0
Interval_10289	B07	164320528	164320625	+	98	11	7	0
Interval_10290	B07	164361529	164361687	+	159	40	0	0
Interval_10291	B07	164404103	164404219	+	117	48	12	0
Interval_10292	B07	164408907	164409011	+	105	29	0	0
Interval_10293	B07	164409159	164409262	+	104	34	0	0
Interval_10294	B07	164448434	164448531	+	98	10	0	0
Interval_10295	B07	164523052	164523161	+	110	20	0	0
Interval_10296	B07	164768557	164768713	+	157	6	5	0
Interval_10297	B07	164824805	164824974	+	170	27	0	0
Interval_10298	B07	165001894	165002000	+	107	22	17	1
Interval_10299	B07	165318805	165318987	+	183	55	2	6
Interval_10300	B07	165359007	165359165	+	159	28	0	0
Interval_10301	B07	165377858	165378262	+	405	121	22	11
Interval_10302	B07	165491113	165491235	+	123	22	3	6
Interval_10303	B07	165499255	165499485	+	231	45	7	2
Interval_10304	B07	165555455	165555592	+	138	21	1	5
Interval_10305	B07	165930666	165930803	+	138	25	0	0
Interval_10306	B07	165931420	165931671	+	252	62	6	0
Interval_10307	B07	165936737	165936870	+	134	37	0	0
Interval_10308	B07	166099706	166099873	+	168	35	12	7
Interval_10309	B07	166726884	166727091	+	208	56	8	3
Interval_10310	B07	166788219	166788429	+	211	49	0	0
Interval_10311	B07	166923743	166923879	+	137	35	10	1
Interval_10312	B07	167130817	167130998	+	182	45	0	0
Interval_10313	B07	167293412	167293551	+	140	41	0	0
Interval_10314	B07	167313284	167313499	+	216	63	8	2
Interval_10315	B07	167391789	167391941	+	153	40	0	0
Interval_10316	B07	167562965	167563146	+	182	53	0	0
Interval_10317	B07	167821691	167821839	+	149	38	6	0
Interval_10318	B07	167924671	167924769	+	99	15	0	0
Interval_10319	B07	167933924	167934027	+	104	26	0	0
Interval_10320	B07	168263679	168263776	+	98	25	0	0
Interval_10321	B07	168349420	168349528	+	109	13	0	0
Interval_10322	B07	168393904	168394020	+	117	24	0	0
Interval_10323	B07	168419613	168419737	+	125	40	8	2
Interval_10324	B07	168435396	168435496	+	101	16	0	0
Interval_10325	B07	168715438	168715620	+	183	67	17	0
Interval_10326	B07	168860476	168860595	+	120	20	5	0
Interval_10327	B07	169031855	169031972	+	118	25	0	0
Interval_10328	B07	169032035	169032132	+	98	12	0	0
Interval_10329	B07	169123916	169124021	+	106	14	2	0
Interval_10330	B07	169301622	169301742	+	121	13	0	0
Interval_10331	B07	169379053	169379219	+	167	24	0	0
Interval_10332	B07	169391623	169391755	+	133	24	0	0
Interval_10333	B07	169489989	169490099	+	111	26	7	0
Interval_10334	B07	169491459	169491556	+	98	25	14	1
Interval_10335	B07	169560333	169560453	+	121	19	3	0
Interval_10336	B07	169610501	169610628	+	128	44	0	0
Interval_10337	B07	169770199	169770313	+	115	18	8	0
Interval_10338	B07	170223703	170223805	+	103	17	0	0
Interval_10339	B07	170258719	170258935	+	217	35	8	5
Interval_10340	B07	170387139	170387290	+	152	35	7	0
Interval_10341	B07	170556908	170557016	+	109	26	6	0
Interval_10342	B07	170586280	170586406	+	127	30	1	0
Interval_10343	B07	170833115	170833228	+	114	29	1	1
Interval_10344	B07	170847318	170847476	+	159	47	0	0
Interval_10345	B07	171104980	171105087	+	108	15	0	0
Interval_10346	B07	171258154	171258272	+	119	25	0	0
Interval_10347	B07	171317181	171317324	+	144	27	0	0
Interval_10348	B07	171324857	171325001	+	145	41	2	0
Interval_10349	B07	171360945	171361099	+	155	40	0	0
Interval_10350	B07	171435008	171435203	+	196	36	0	0
Interval_10351	B07	171766920	171767026	+	107	32	0	0
Interval_10352	B07	171981467	171981629	+	163	40	4	0
Interval_10353	B07	171986993	171987156	+	164	43	0	0
Interval_10354	B07	171997866	171998008	+	143	35	19	0
Interval_10355	B07	172079278	172079375	+	98	21	0	0
Interval_10356	B07	172308362	172308495	+	134	26	0	0
